lat,lng,name
37.4116856,127.7988525,산림항공본부
35.9546178,127.1025359,익산산림항공관리소
35.4970702,129.0933083,양산산림항공관리소
34.8289505,126.7016303,영암산림항공관리소
36.5385681,128.7282485,안동산림항공관리소
37.7627113,128.9505822,강릉산림항공관리소
36.7931439,127.4530334,진천산림항공관리소
35.4837545,127.797917,함양산림항공관리소
36.3850711,126.7878512,청양산림항공관리소
37.5538537,126.7878021,서울산림항공관리소
36.7861451,129.4540092,울진산림항공관리소
33.4313074,126.5947062,제주산림항공관리소
38.2205919,127.3782212,비무장산림항공관리소
